sample_id,source_stream_id,goal,recipe_name,target_global_idx,target_local_idx,target_action,matched_recipe_steps,matched_ingredients,num_actions,num_natural_noise_or_context,noise_fraction,local_context,keep_for_perturbation,rejection_reason,manual_notes
P03_R08_C01_W05,P03_R08_C01,prepare tomato sauce,Tomato Sauce,442,25,Put down the saucepan on the top right corner of the hob with my left hand.,Chop the garlic in large chunks and stir fry it in a saucepan with olive oil at medium heat,,51,15,0.2941,"CTX local=20 global=437 role=candidate_pivotal: With my right hand, continue stiring the garlic cloves in the saucepan by moving the spoon in a rotating motion.
CTX local=21 global=438 role=candidate_pivotal: With my left hand, lift the saucepan from the hob. I do this because the olive oil in the saucepan is too hot and the garlic cloves are getting burnt. At the same time, shake the saucepan in a horizontal motion to move the garlic cloves around. And to stir them while the saucepan is not on the hob.
CTX local=22 global=439 role=candidate_pivotal: Put down the saucepan on the top right corner of the hob with my left hand.
CTX local=23 global=440 role=candidate_pivotal: With my right hand, stir the garlic cloves in the saucepan, moving the metal spoon in a rotating motion, so that the garlic cloves get cooked evenly and don't get burned in the saucepan.
CTX local=24 global=441 role=candidate_pivotal: With my left hand, lift the saucepan from the hob to cool down the saucepan, since the olive oil is still too hot. At the same time I shake the saucepan in a horizontal motion to redistribute the olive oil and stir the garlic cloves while they are not on the hob.
TARGET local=25 global=442 role=candidate_pivotal: Put down the saucepan on the top right corner of the hob with my left hand.
CTX local=26 global=443 role=candidate_pivotal: With my left hand, turn down the top right hob heat by pressing down the buttons at the bottom of the hob.
CTX local=27 global=444 role=candidate_pivotal: With my left hand, pick up the saucepan from the hob and shake it in a horizontal motion to stir the garlic cloves in the saucepan while cooling down the saucepan since the olive oil is still too hot.
CTX local=28 global=445 role=candidate_pivotal: Put down the saucepan on the top right corner of the hob with my left hand.
CTX local=29 global=446 role=recipe_context: With my right hand, put down the metal spoon on the kitchen top above the washing machine next to the chopping board.
CTX local=30 global=447 role=recipe_context: With my right hand, pick up the tomato sauce bottle from the kitchen top.",,,
P03_R09_C01_W01,P03_R09_C01,prepare pizza with plant-based mince and mushrooms,Pizza with Plant-Based Mince and Mushrooms,858,25,Pick up the pizza dough from the kitchen top and move it to the right where the semolina flour is to stretch the dough.,"Stretch the pizza dough using the semolina flour to avoid the dough getting stuck on the hands and surfaces. To stretch the dough first press it with the fingertips, starting from the centre towards the edges, rotating and repeating until it no longer stretches. Then transfer the dough to the back of both hands and slowly rotate and stretch the dough until it reaches the desired size.",,51,38,0.7451,"CTX local=20 global=853 role=natural_noise_or_context: With my right hand, turn on the tap.
CTX local=21 global=854 role=natural_noise_or_context: Rinse my hands under the running tap water, rubbing my hands against each other to clean them.
CTX local=22 global=855 role=natural_noise_or_context: With the back of my right hand, turn off the tap.
CTX local=23 global=856 role=natural_noise_or_context: Shake my hands above the sink to remove the water from my hands.
CTX local=24 global=857 role=natural_noise_or_context: Dry my hands by rubbing them against the cloth hanging from the cupboard under the sink.
TARGET local=25 global=858 role=candidate_pivotal: Pick up the pizza dough from the kitchen top and move it to the right where the semolina flour is to stretch the dough.
CTX local=26 global=859 role=candidate_pivotal: Stretch the dough by gently pressing down the dough using my fingertips, starting from the centre of the dough, moving towards the edge of the dough, then turning the dough on the kitchen top and repeating the process.
CTX local=27 global=860 role=candidate_pivotal: Pick up the pizza dough from the kitchen top, pulling it up from the top side with my right hand and resting the dough on the back of my left hand.
CTX local=28 global=861 role=candidate_pivotal: Continue stretching the dough, this time turning the dough on the back of my hands, gently pulling my hands apart as I turn the dough to stretch the dough further.
CTX local=29 global=862 role=candidate_pivotal: Lay the stretched pizza dough on the kitchen top, pulling the dough gently on its sides to flatten the creases that formed when I laid the dough on the kitchen top.
CTX local=30 global=863 role=candidate_pivotal: Lift the pizza dough from the kitchen top, pulling it from the top, then holding it above the kitchen top for a while to further stretch the dough.",,,
P03_R09_C01_W02,P03_R09_C01,prepare pizza with plant-based mince and mushrooms,Pizza with Plant-Based Mince and Mushrooms,419,25,"Continue stirring the mushrooms in the frying pan, tilting them with the wooden spoon so that they get cooked evenly and they don't burn or get stuck on the pan.",Stir fry the mushrooms in a pan with sunflower oil. Add black pepper and garlic powder while cooking.,,51,37,0.7255,"CTX local=20 global=414 role=recipe_context: With my right hand, pick up the wooden spoon from the kitchen top.
CTX local=21 global=415 role=candidate_pivotal: Stir the mushrooms in the small frying pan, tilting the mushrooms with a wooden spoon so that they don't get burned or stuck on the frying pan and they get cooked evenly.
CTX local=22 global=416 role=candidate_pivotal: With my left hand, slide the frying pan along the hob so that it is better aligned with the hob.
CTX local=23 global=417 role=candidate_pivotal: Lift and turn my left wrist so that I can check the time for the eggs on the stopwatch.
CTX local=24 global=418 role=candidate_pivotal: Pick up a slice of mushroom that spilled from the frying pan while I was stirring it. Initially trying to pick up the slice of mushroom, pushing it on top of the wooden spoon, eventually picking it up with my hands.
TARGET local=25 global=419 role=candidate_pivotal: Continue stirring the mushrooms in the frying pan, tilting them with the wooden spoon so that they get cooked evenly and they don't burn or get stuck on the pan.
CTX local=26 global=420 role=natural_noise_or_context: Put down the wooden spoon on the kitchen top resting the top part of the spoon on the brim of the frying pan.
CTX local=27 global=421 role=natural_noise_or_context: With my right hand, turn on the tap.
CTX local=28 global=422 role=natural_noise_or_context: Rinse my hands under running water, rubbing them against each other. I'll rinse my hands because I picked up an oily mushroom earlier with my hands.
CTX local=29 global=423 role=natural_noise_or_context: With my right hand, turn off the tap.
CTX local=30 global=424 role=natural_noise_or_context: Shake my hands above the sink to remove the excess water from my hands.",,,
P03_R09_C01_W03,P03_R09_C01,prepare pizza with plant-based mince and mushrooms,Pizza with Plant-Based Mince and Mushrooms,766,25,"Push one pizza dough to the side from right to left. I will stretch this pizza dough later, so I push it to the side to have more room to work the other pizza dough.","Stretch the pizza dough using the semolina flour to avoid the dough getting stuck on the hands and surfaces. To stretch the dough first press it with the fingertips, starting from the centre towards the edges, rotating and repeating until it no longer stretches. Then transfer the dough to the back of both hands and slowly rotate and stretch the dough until it reaches the desired size.",,51,31,0.6078,"CTX local=20 global=761 role=candidate_pivotal: Lift the box containing the pizza dough and put it down on the kitchen top immediately to try to detach the pizza dough from the plastic surface of the box.
CTX local=21 global=762 role=candidate_pivotal: Because the dough is strongly attached to the surface of the plastic box, using my right hand, I gently pull the pizza dough to detach it from the container while still holding the container upside down above the kitchen top with my left hand.
CTX local=22 global=763 role=candidate_pivotal: The pizza dough now is mostly detached from the container and is almost entirely resting on the surface of the kitchen top. So I lift the box up to finish detaching the pizza dough from the box and transfer it to the countertop.
CTX local=23 global=764 role=natural_noise_or_context: Put the now empty box on top of its lid, which is placed on top of the microwave oven.
CTX local=24 global=765 role=candidate_pivotal: Flip the pizza dough on the kitchen top which will make it easy to stretch the dough later.
TARGET local=25 global=766 role=candidate_pivotal: Push one pizza dough to the side from right to left. I will stretch this pizza dough later, so I push it to the side to have more room to work the other pizza dough.
CTX local=26 global=767 role=natural_noise_or_context: Continue flipping the pizza dough on itself multiple times. Flipping the dough on the kitchen top where the semolina flour is, so that the dough is well covered with semolina flour, which will make stretching it easier.
CTX local=27 global=768 role=natural_noise_or_context: Stretch the pizza dough on the kitchen top, pressing the dough gently with my fingertips, starting from the center, proceeding towards the edge of the dough, then turning the dough and repeating the process.
CTX local=28 global=769 role=natural_noise_or_context: Pick up the pizza dough from the kitchen top, pulling it from the top side with my right hand, and resting it on the back of my left hand.
CTX local=29 global=770 role=natural_noise_or_context: Continue stretching the pizza dough, this time turning the dough with the back of both hands, rotating the hands and pulling them slightly apart, as I turn the dough to gently stretch the dough further.
CTX local=30 global=771 role=natural_noise_or_context: The pizza dough is now stretched so I lay it back on the kitchen top, pulling the dough gently from its edge to flatten out the creases I formed when I laid down the dough on the kitchen top.",,,
P03_R09_C01_W04,P03_R09_C01,prepare pizza with plant-based mince and mushrooms,Pizza with Plant-Based Mince and Mushrooms,380,25,"Transfer the sliced mushrooms from the chopping board to the frying pan, pushing the mushrooms towards the edge of the chopping board until they fall on the pan. I pushed the mushrooms with my right hand while holding the chopping board in a tilted position above the pan using my left hand.",Wash the mushrooms and slice them thinly,chestnut mushrooms,51,28,0.549,"CTX local=20 global=375 role=natural_noise_or_context: Tap the wooden spoon against the plate so that a chunk of aubergine that got stuck on the wooden spoon drops on the plate.
CTX local=21 global=376 role=recipe_context: With my left hand, put down the frying pan on the bottom right corner of the hob.
CTX local=22 global=377 role=recipe_context: With my right hand, put down the wooden spoon on the kitchen top resting the top part of the spoon on the brim of the pan.
CTX local=23 global=378 role=recipe_context: With my right hand, move the knife, pushing it to the right so that the blade is no longer resting on the chopping board as I prepare to pick up the chopping board containing the mushrooms to cook the mushrooms.
CTX local=24 global=379 role=recipe_context: Using both hands, pick up the chopping board containing the sliced mushrooms, moving slowly and carefully so that I don't spill any mushroom on the kitchen top or the floor.
TARGET local=25 global=380 role=candidate_pivotal: Transfer the sliced mushrooms from the chopping board to the frying pan, pushing the mushrooms towards the edge of the chopping board until they fall on the pan. I pushed the mushrooms with my right hand while holding the chopping board in a tilted position above the pan using my left hand.
CTX local=26 global=381 role=natural_noise_or_context: Put the chopping board down on the kitchen top above the washing machine.
CTX local=27 global=382 role=natural_noise_or_context: Pull the kitchen roll sheet from opposite sides using both hands to move and redistribute the aubergine along the sheet of kitchen roll.
CTX local=28 global=383 role=recipe_context: With my right hand, pick up the wooden spoon from the kitchen top.
CTX local=29 global=384 role=candidate_pivotal: With my left hand, shake the small frying pan containing the sliced mushrooms so that the mushrooms redistribute in the pan.
CTX local=30 global=385 role=candidate_pivotal: Tap the wooden spoon once on the brim of the frying pan then very briefly stir the mushrooms in the frying pan.",,,
P03_R09_C01_W05,P03_R09_C01,prepare pizza with plant-based mince and mushrooms,Pizza with Plant-Based Mince and Mushrooms,453,25,"Move the wooden spoon inside the frying pan to start stirring the mushrooms again. However, I stopped immediately because I realized that the hob is off. I must have accidentally turned off the hob earlier when I picked up the slice of mushroom that spilled over the frying pan while I was stirring the mushrooms.",Stir fry the mushrooms in a pan with sunflower oil. Add black pepper and garlic powder while cooking.,,51,27,0.5294,"CTX local=20 global=448 role=natural_noise_or_context: Move one garlic clove, which is near the bottom edge of the chopping board, towards the center of the chopping board, so that it doesn't fall off.
CTX local=21 global=449 role=natural_noise_or_context: With my left hand, pick up the garlic cloves which still have skin on them from the kitchen top.
CTX local=22 global=450 role=natural_noise_or_context: With my right hand, pull the garlic cloves to detach them from the garlic root.
CTX local=23 global=451 role=natural_noise_or_context: Put the garlic cloves that still have skin on them in the small cup on the kitchen top next to the hob.
CTX local=24 global=452 role=recipe_context: With my right hand, pick up the wooden spoon from the kitchen top.
TARGET local=25 global=453 role=candidate_pivotal: Move the wooden spoon inside the frying pan to start stirring the mushrooms again. However, I stopped immediately because I realized that the hob is off. I must have accidentally turned off the hob earlier when I picked up the slice of mushroom that spilled over the frying pan while I was stirring the mushrooms.
CTX local=26 global=454 role=candidate_pivotal: With my left hand, turn the frying pan along the hob, pulling it and pushing it by its handle to double check that the hob is actually off.
CTX local=27 global=455 role=candidate_pivotal: With my left hand, turn the hob back on for both the frying pan containing the mushrooms and the saucepan where the egg was boiling by pressing buttons at the bottom of the hob.
CTX local=28 global=456 role=candidate_pivotal: With my left hand, grab the small frying pan by its handle and turn it so that the handle is out of the way as I press the buttons at the bottom of the hob.
CTX local=29 global=457 role=candidate_pivotal: Stir the mushrooms in the frying pan by moving and turning them with a wooden spoon. I stir the mushrooms so that they get cooked evenly and don't get burned or stuck on the pan.
CTX local=30 global=458 role=candidate_pivotal: Having realized that the hob for the small frying pan is still off, turn on the bottom right hob to continue cooking the mushrooms.",,,
P03_R10_C01_W01,P03_R10_C01,prepare dumplings with soy sauce and sesame oil,Dumplings with Soy Sauce and Sesame Oil,184,25,"Now that the water in the saucepan is about to boil, pour the frozen dumpling from the food bag into the saucepan.","Once the water is boiling, add the dumplings to the pan to cook them. Wait for 5 minutes or until the dumplings float.",dumplings,51,46,0.902,"CTX local=20 global=179 role=natural_noise_or_context: With my left hand, put down the red spoon next to the coffee jug in the coffee filter.
CTX local=21 global=180 role=natural_noise_or_context: With my left hand, put down knife on the other side of the kitchen top, next to the dishwasher and the rice cooker.
CTX local=22 global=181 role=natural_noise_or_context: with my left hand pick up bag containing frozen dumplings from the kitchen top.
CTX local=23 global=182 role=natural_noise_or_context: Slightly enlarge the opening of the bag by pulling both sides with both hands.
CTX local=24 global=183 role=natural_noise_or_context: with my left hand slightly turn the saucepan on the kitchen hob.
TARGET local=25 global=184 role=candidate_pivotal: Now that the water in the saucepan is about to boil, pour the frozen dumpling from the food bag into the saucepan.
CTX local=26 global=185 role=candidate_pivotal: put down the empty plastic bag on the kitchen top next to the other food bag containing frozen dumplings.
CTX local=27 global=186 role=candidate_pivotal: Using my right hand pick up the other bag containing the remaining frozen dumplings from the kitchen top.
CTX local=28 global=187 role=candidate_pivotal: While holding the bag in my left hand, using the right hand get the frozen dumplings and pour them slowly in small batches into the saucepan to avoid the mistake I made earlier that is dropping all dumplings at once which caused some water to spill over.
CTX local=29 global=188 role=candidate_pivotal: Put down the empty bag on top of the other empty bag that is lying on the kitchen top.
CTX local=30 global=189 role=natural_noise_or_context: Grab both plastic bags from the kitchen top using both hands.",,,
P03_R10_C01_W02,P03_R10_C01,prepare dumplings with soy sauce and sesame oil,Dumplings with Soy Sauce and Sesame Oil,154,25,"Finish cutting the garlic, dropping the garlic bits into the small bowl containing the mixture of soy sauce, sesame oil and garlic.",Cut the garlic in large chunks and add them to the sauce,garlic,51,25,0.4902,"CTX local=20 global=149 role=candidate_pivotal: Slice the garlic above the small bowl containing the mix of soy sauce and sesame oil, dropping the garlic bits into the mixture.
CTX local=21 global=150 role=candidate_pivotal: with my right hand while holding the knife in the same hand pick up the other bit of garlic i put down earlier from the kitchen top.
CTX local=22 global=151 role=candidate_pivotal: Slice garlic with my right hand, dropping the bits of garlic into the small bowl containing sesame oil, soy sauce and the garlic I cut earlier.
CTX local=23 global=152 role=candidate_pivotal: pick up piece of garlic that slipped while I was cutting it above the small bowl.
CTX local=24 global=153 role=candidate_pivotal: drop the bit of garlic I just picked up into the small bowl containing soy sauce, sesame oil and garlic.
TARGET local=25 global=154 role=candidate_pivotal: Finish cutting the garlic, dropping the garlic bits into the small bowl containing the mixture of soy sauce, sesame oil and garlic.
CTX local=26 global=155 role=natural_noise_or_context: With my left hand, pick up the garlic skin I rubbed off my fingers earlier.
CTX local=27 global=156 role=natural_noise_or_context: Swipe my right hand along the kitchen top to collect garlic peel.
CTX local=28 global=157 role=natural_noise_or_context: push the garlic peel I just collected with my right hand beyond the edge of the kitchen top so that I can transfer the garlic peel into my left hand which is held by the edge of the kitchen top.
CTX local=29 global=158 role=natural_noise_or_context: With my right hand open cupboard under the sink.
CTX local=30 global=159 role=natural_noise_or_context: With my left hand open food waste bin by lifting the lid.",,,
P03_R10_C01_W03,P03_R10_C01,prepare dumplings with soy sauce and sesame oil,Dumplings with Soy Sauce and Sesame Oil,130,25,"Pour sesame oil into the small bowl containing the soy sauce I poured earlier, rotating the bottle as I pour to mix the two liquids.","While waiting for the water to boil, pour the soy sauce and the sesame oil in a small bowl",sesame oil,51,1,0.0196,"CTX local=20 global=125 role=candidate_pivotal: Pour soy sauce from the bottle into the small bowl using my right hand.
CTX local=21 global=126 role=candidate_pivotal: Close the soy sauce bottle by pulling the lid towards me with my left hand.
CTX local=22 global=127 role=candidate_pivotal: With my right hand, put down the soy sauce bottle next to the sesame oil bottle.
CTX local=23 global=128 role=candidate_pivotal: with my left hand pick up the sesame oil bottle from the kitchen top.
CTX local=24 global=129 role=candidate_pivotal: open the sesame oil bottle by pulling the lid with my right hand.
TARGET local=25 global=130 role=candidate_pivotal: Pour sesame oil into the small bowl containing the soy sauce I poured earlier, rotating the bottle as I pour to mix the two liquids.
CTX local=26 global=131 role=recipe_context: Close the Sesame oil bottle by pulling the lid with my left hand.
CTX local=27 global=132 role=recipe_context: put down the sesame oil bottle on the kitchen top next to the soy sauce bottle.
CTX local=28 global=133 role=recipe_context: with my right hand pick up small cup containing garlic cloves from the top right corner of the kitchen top
CTX local=29 global=134 role=recipe_context: With my right hand, get two cloves of garlic from the small cap.
CTX local=30 global=135 role=recipe_context: with my left hand put down the small cup containing garlic on the kitchen top while holding the garlic cloves i just picked up in my right hand.",,,
P04_R01_C01_W01,P04_R01_C01,prepare grilled chicken wrap,Grilled Chicken Wrap,318,25,"Having finished mixing the raw chicken with the marinade mix, pick up the bowl using the left hand.","To a large mixing bowl, add chicken breast, 1 tbsp of olive oil, oregano, paprika, garlic powder, onion powder, salt, pepper, and lemon juice, then mix until combined.",,51,25,0.4902,"CTX local=20 global=313 role=recipe_context: Pick up the kitchen towel using the left hand.
CTX local=21 global=314 role=recipe_context: Use the kitchen cloth to wipe the hands to get rid of any oil that is stuck to the hands.
CTX local=22 global=315 role=recipe_context: having wiped the hands return the kitchen cloth back into its position on the worktop
CTX local=23 global=316 role=recipe_context: Hold the mixing bowl containing chicken and the marinade mix using the left hand.
CTX local=24 global=317 role=candidate_pivotal: While holding the bowl in the left hand, gently mix the chicken with the spices so as to evenly coat the chicken pieces with the marinade mix.
TARGET local=25 global=318 role=candidate_pivotal: Having finished mixing the raw chicken with the marinade mix, pick up the bowl using the left hand.
CTX local=26 global=319 role=natural_noise_or_context: Place the bowl of marinated chicken into the far end of the kitchen worktop.
CTX local=27 global=320 role=natural_noise_or_context: Open the tap of water using the left hand so as to wash the right hand.
CTX local=28 global=321 role=natural_noise_or_context: Wash off the marinade mix from the right hand by washing it under the stream of water.
CTX local=29 global=322 role=natural_noise_or_context: close the tap using the right hand
CTX local=30 global=323 role=natural_noise_or_context: Gently shake the hands in the sink so as to rinse off any water remaining on the hand.",,,
P04_R01_C01_W02,P04_R01_C01,prepare grilled chicken wrap,Grilled Chicken Wrap,914,25,Place the chicken breast back on the hot surface of the pan after checking for its doneness.,"In a non-stick pan, on medium to high heat, add seasoned chicken breast. Cook for 5-10 mins, stirring regularly, until chicken breast is cooked through, showing a golden-brown colour all over and slightly charred.",,51,17,0.3333,"CTX local=20 global=909 role=recipe_context: To make some space on the plastic chopping board, use the right hand to move away the small pieces of shredded lettuce away from the center of the plastic chopping board.
CTX local=21 global=910 role=recipe_context: Use the left hand to slightly reposition the pan on the left burner of the electric hob.
CTX local=22 global=911 role=recipe_context: Pick up the kitchen tongs from the plastic chopping board using the left hand.
CTX local=23 global=912 role=recipe_context: Transfer the kitchen tongs from the left hand to the right hand so as to use it later for checking on the chicken being cooked inside the pan.
CTX local=24 global=913 role=candidate_pivotal: Using the kitchen tongs in the right hand, carefully grasp the edge of the chicken being cooked and pick it up to see the side that is being cooked to check for its doneness.
TARGET local=25 global=914 role=candidate_pivotal: Place the chicken breast back on the hot surface of the pan after checking for its doneness.
CTX local=26 global=915 role=candidate_pivotal: Pick up the second piece of chicken breast that is being cooked by the tongs and hold it up to see the side that is being cooked.
CTX local=27 global=916 role=candidate_pivotal: Put down the chicken breast that is being cooked back into its position using the kitchen tongs.
CTX local=28 global=917 role=candidate_pivotal: Pick up the third piece of chicken breast using the kitchen tongs by grasping on its edge and inverting it to see the side that is being cooked.
CTX local=29 global=918 role=candidate_pivotal: put the piece back down so as to continue letting it get cooked in the pan
CTX local=30 global=919 role=candidate_pivotal: Using the kitchen tongs in the right hand, pick up the final piece of chicken breast by grasping at its edge and looking at the side being cooked.",,,
P04_R01_C01_W03,P04_R01_C01,prepare grilled chicken wrap,Grilled Chicken Wrap,945,25,Pick up the piece of chicken to get a better view of the side that is being cooked to check for its doneness,"In a non-stick pan, on medium to high heat, add seasoned chicken breast. Cook for 5-10 mins, stirring regularly, until chicken breast is cooked through, showing a golden-brown colour all over and slightly charred.",,51,17,0.3333,"CTX local=20 global=940 role=recipe_context: After drying the wet hands using the kitchen rag, place the kitchen rag towards the corner of the kitchen top using the right hand.
CTX local=21 global=941 role=recipe_context: nudge Accidentally nudge the pan on the left burner of the electric hob with the left hand causing it to move away.
CTX local=22 global=942 role=recipe_context: grip the edges of the electric hob with both hands and carefully push it closer to get a better view of the chicken cooking in the pan and monitor it more effectively
CTX local=23 global=943 role=recipe_context: Using the left hand, pick up the kitchen tongs that is on the plastic chopping board on the left so as to use it to monitor the chicken being cooked.
CTX local=24 global=944 role=recipe_context: Grip a piece of chicken breast in the pan with the tongs in the right hand.
TARGET local=25 global=945 role=candidate_pivotal: Pick up the piece of chicken to get a better view of the side that is being cooked to check for its doneness
CTX local=26 global=946 role=candidate_pivotal: Upon checking whether it is cooked, place the chicken breast back into its original position using the kitchen tongs.
CTX local=27 global=947 role=candidate_pivotal: Pick up the second piece of chicken breast using the kitchen tongs to get a view of the side that is being cooked to check for its doneness.
CTX local=28 global=948 role=candidate_pivotal: after checking place the chicken piece back into its original position to let it cook further
CTX local=29 global=949 role=candidate_pivotal: Pick up the third piece of chicken by its edge using the kitchen tongs to get a better view of the side that is being cooked to check for doneness.
CTX local=30 global=950 role=candidate_pivotal: Place this picked up piece of chicken breast on the chopping board towards the left using the kitchen tongs in the right hand.",,,
P04_R01_C01_W04,P04_R01_C01,prepare grilled chicken wrap,Grilled Chicken Wrap,1261,25,"Using the tablespoon held in the right hand, pick up the seeds from the lemon that has fallen into the bowl below.","In a separate small bowl, combine fat free yoghurt, sriracha hot sauce, parsley, salt, pepper and lemon juice until smooth.",,51,17,0.3333,"CTX local=20 global=1256 role=recipe_context: scoop out and put down another seed using the spoon held in the right hand
CTX local=21 global=1257 role=candidate_pivotal: Squeeze the lemon with the left hand letting the juice collect in the spoon held in the air by the right hand in order to measure the amount of lemon juice being added to the sauce mix.
CTX local=22 global=1258 role=candidate_pivotal: After collecting a spoonful of lemon juice in the spoon held by the right hand, invert the spoon to pour the lemon juice into the sauce mix below.
CTX local=23 global=1259 role=candidate_pivotal: proceed to squeeze the lemon with the left hand onto the spoon again to gather more lemon juice
CTX local=24 global=1260 role=candidate_pivotal: Squeeze the lemon in the left hand directly into the bowl below.
TARGET local=25 global=1261 role=candidate_pivotal: Using the tablespoon held in the right hand, pick up the seeds from the lemon that has fallen into the bowl below.
CTX local=26 global=1262 role=candidate_pivotal: continue to squeeze lemon that is in the left hand so that the juice is added to the bowl below where sauce is being prepared
CTX local=27 global=1263 role=recipe_context: Using the left hand, throw the squeezed lemon piece into the open rubbish bin.
CTX local=28 global=1264 role=recipe_context: shake the spoon over the rubbish bin to throw away the seeds collected in the spoon
CTX local=29 global=1265 role=recipe_context: Pick up the tablespoon that is inside the sauce mix using the right hand.
CTX local=30 global=1266 role=candidate_pivotal: Grasp the sauce mix bowl using the left hand and use the right hand to gently stir the sauce mix using the spoon in order to thoroughly mix the sauce",,,
P04_R01_C01_W05,P04_R01_C01,prepare grilled chicken wrap,Grilled Chicken Wrap,814,25,Pick up the piece of chicken that has been marinated using the tongs held in the right hand.,"In a non-stick pan, on medium to high heat, add seasoned chicken breast. Cook for 5-10 mins, stirring regularly, until chicken breast is cooked through, showing a golden-brown colour all over and slightly charred.",,51,10,0.1961,"CTX local=20 global=809 role=recipe_context: Using the right hand, put down the tongs on the chopping board below.
CTX local=21 global=810 role=recipe_context: Using the right hand, pick up the slotted spatula that was resting on the bowl of chicken marinade next to the electric hob.
CTX local=22 global=811 role=recipe_context: Using the left hand, pick up the bowl of chicken marinade.
CTX local=23 global=812 role=recipe_context: Put down the spatula that is in the right hand on top of the countertop.
CTX local=24 global=813 role=recipe_context: Pick up the pair of tongs using the right hand from the plastic white chopping board.
TARGET local=25 global=814 role=candidate_pivotal: Pick up the piece of chicken that has been marinated using the tongs held in the right hand.
CTX local=26 global=815 role=candidate_pivotal: Place the piece of chicken breast on the hot pan using the tongs.
CTX local=27 global=816 role=candidate_pivotal: Using the kitchen tongs, pick up a second piece of chicken that has been marinated from the bowl held in the left hand.
CTX local=28 global=817 role=candidate_pivotal: Put down the second piece of chicken on the pan using the kitchen tongs held in the right hand.
CTX local=29 global=818 role=candidate_pivotal: Using the tongs, pick up a third piece of chicken from the bowl held in the left hand.
CTX local=30 global=819 role=candidate_pivotal: Put down the third piece of chicken on top of the pan using the tongs held in the right hand",,,
P04_R02_C01_W01,P04_R02_C01,prepare scrambled eggs with green peppers and mushrooms,Scrambled Eggs with Green Peppers and Mushrooms,304,25,Transfer the plastic container box of eggs from the left hand to the right hand.,"Crack the eggs into a bowl, add salt and pepper and beat.",,51,25,0.4902,"CTX local=20 global=299 role=natural_noise_or_context: With the right hand, open the lid to the rubbish bin.
CTX local=21 global=300 role=natural_noise_or_context: With the left hand, throw away the green pepper's stem into the rubbish bin.
CTX local=22 global=301 role=natural_noise_or_context: With the right hand, close the lid to the rubbish bin.
CTX local=23 global=302 role=natural_noise_or_context: With the right hand, adjust the position of the plastic white chopping board below.
CTX local=24 global=303 role=recipe_context: With the left hand, pick up the plastic container box containing the raw egg liquid as well as the salt and pepper in it.
TARGET local=25 global=304 role=candidate_pivotal: Transfer the plastic container box of eggs from the left hand to the right hand.
CTX local=26 global=305 role=candidate_pivotal: With the left hand, grab and push the plastic white chopping board towards the edge of the chopping board so that we can make some space for mixing the eggs in the container held by the right hand.
CTX local=27 global=306 role=candidate_pivotal: With the left hand, grab and push the bowl containing the chopped vegetables a bit further along the wooden chopping board in order to make some space on the wooden chopping board below.
CTX local=28 global=307 role=candidate_pivotal: With both hands, put down the box containing the raw eggs.
CTX local=29 global=308 role=candidate_pivotal: With the right hand, pick up the whisk and lift it off the counter top next to the wooden chopping board.
CTX local=30 global=309 role=candidate_pivotal: While holding the container of eggs in the left hand, use the whisk in the right hand to beat the eggs and to create a uniform mixture of eggs, egg yellow and the salt and pepper in the container.",,,
P04_R02_C01_W02,P04_R02_C01,prepare scrambled eggs with green peppers and mushrooms,Scrambled Eggs with Green Peppers and Mushrooms,125,25,Add the salt to the plastic box containing the raw egg using the spoon held by the right hand.,"Crack the eggs into a bowl, add salt and pepper and beat.",salt,51,24,0.4706,"CTX local=20 global=120 role=recipe_context: With the right hand, pick up the spoon and lift it from the wooden chopping board on which it was placed.
CTX local=21 global=121 role=recipe_context: With the right hand, pick up the salt jar from the wooden chopping board while also holding the spoon in the right hand.
CTX local=22 global=122 role=recipe_context: Hold the salt jar in the left hand and use the right hand to unscrew its lid while also holding a tablespoon.
CTX local=23 global=123 role=recipe_context: Put down the lid of the salt jar on the wooden chopping board below with the right hand.
CTX local=24 global=124 role=candidate_pivotal: Use the spoon in the right hand to scoop up some salt from the jar held by the left hand.
TARGET local=25 global=125 role=candidate_pivotal: Add the salt to the plastic box containing the raw egg using the spoon held by the right hand.
CTX local=26 global=126 role=candidate_pivotal: With the right hand, pick up the lid of the salt jar from the wooden chopping board.
CTX local=27 global=127 role=recipe_context: Use the right hand to screw back the lid of the salt jar after using it.
CTX local=28 global=128 role=recipe_context: Put down the salt jar back on the wooden chopping board below with the left hand.
CTX local=29 global=129 role=recipe_context: With the left hand, pick up the other jar containing ground pepper.
CTX local=30 global=130 role=recipe_context: With the right hand, open the lid of the pepper jar while holding the pepper jar in the left hand.",,,
